periodoA,osf,categoria,p1_a,p1_b,p1_e,p1_g,p1_h,p1_i,p2,p4,p5_a,p5_b,p5_c,p5_e,p6,p6.1,evaluacion,comentarios
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,3,3,4,1,2,1,False,0,5,5,5,5,0,False,2,"['se', 'mas', 'muy', 'se', 'terrible']"
3,Proyecto 99_Proyecto 99 - Logística,Emprendimiento y desarrollo,4,3,3,3,4,4,False,2,3,4,3,4,2,True,3,[]
3,Inclusión y Accesibilidad_Tutor Campamento Descubre y Aprende,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'entrar', 'siguiente', 'personas', 'porque', 'entender', 'mas', 'ellos', 'dia', 'dia']"
3,"SAIQ, Sociedad de Alumnos de Ingeniería Química_Sembrando Conciencia",Sociedad de Alumnos ITESM,4,5,4,5,5,5,True,0,5,4,5,4,0,True,4,"['podido', 'ayudar', 'seguir', 'les', 'se', 'mas', 'clase']"
3,Inclusión y Accesibilidad_Coordinador Campamento Descubre y Aprende,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
3,Prepanet Campus Monterrey_Prepanet - Consejero en Línea,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
3,"Vecinos Fuentes del Valle, A.C._EL CAPITAN, Arboles y Plantas de ornato",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['van', 'personas', 'gran', 'mas', 'parque', 'tuve', 'parque', 'transporte', 'esto', 'mas', 'mas', 'parque', 'muy', 'llevar']"
3,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos",ONG - Humanitaria,3,4,4,4,4,4,True,0,5,5,5,5,0,False,3,"['perfecto', 'staff', 'ejemplo', 'staff', 'estaban', 'mas', 'claramente', 'se', 'amigo', 'eso', 'no', 'perfecta']"
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,5,4,5,3,4,2,False,0,5,5,5,5,0,False,3,"['mas', 'mejorar', 'se', 'duro', 'muy', 'cierto']"
3,Líderes del Mañana - ADUX_Mentores Académicos ADUX,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
3,"ANSPAC, Asociación Nacional Pro Superación Personal A.C._Talleres Jóvenes que Trascienden ANSPAC MTY",ONG - Desarrollo humano,4,4,4,4,3,4,False,0,5,5,5,5,2,True,4,"['quieren', 'personas', 'se', 'les', 'clase', 'no', 'pues', 'no', 'van', 'no', 'muy']"
3,"CIBRUC, Centro de Investigación sobre Biodigestión Anaerobia y Residuos Urbanos, A.C._Campaña nacional de separación ecológica de residuos con CIBRUC",Investigación,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['excelente', 'tenido', 'ese', 'mismo', 'mismo', 'ayudar']"
3,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales_Mi Mundo y Yo",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['otro', 'mas', 'encanta']"
3,"UNAC, Unidos por el Arte contra el Cáncer Infantil, A.C._Marketing team UNAC",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,5,5,5,5,5,5,False,2,5,5,5,5,2,True,4,[]
3,"Cambiando México con Valores, A.C._Redes Sociales CMV",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'compartir', 'di', 'cuenta', 'mas', 'caso', 'no', 'poner', 'atencion', 'porque']"
3,"Viccali, Vida con Calidad, A.C._Semilleros de Paz",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['haciendo', 'muy', 'bonita', 'esto', 'voy', 'llevar', 'vida', 'porque', 'cuenta', 'ayudar']"
3,"SAIQ, Sociedad de Alumnos de Ingeniería Química_Sembrando Conciencia",Sociedad de Alumnos ITESM,5,5,5,5,5,3,True,2,5,5,5,5,0,True,4,"['no', 'habia', 'final']"
3,"Soñar Despierto, A.C._Vico Valores",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
3,"Soñar Despierto, A.C._Vico Valores",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['encanto']
3,BMES - Biomedical Engineering Society_MediCode,Investigación,5,4,3,3,3,3,True,0,5,4,4,5,0,False,3,"['se', 'contacto', 'quien', 'se', 'falta', 'esperaba', 'contacto', 'no', 'forma', 'menos']"
3,"Tierra de Artistas, A.C._Taller de medicina tradicional a través de la herbolaria zapoteca OCT",ONG - Arte y cultura,5,5,5,5,5,3,True,0,5,5,5,5,2,True,4,"['increible', 'mismo', 'maravilloso', 'atencion', 'ello', 'ayudar']"
3,Inclusión y Accesibilidad_Tutor Campamento Descubre y Aprende,ONG - Desarrollo humano,4,4,5,4,4,5,True,2,4,4,4,4,2,True,4,"['comentarios', 'comentarios']"
3,"Fundación F21, A.C._Blockchain Social + fundación F21",Emprendimiento y desarrollo,4,4,3,4,4,4,True,2,4,4,4,4,2,False,3,[]
3,AEDEG - Asociación de Estudiantes Deutsche Gemeinschaft_Deutsch 101,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'nueva', 'dar', 'estaban', 'muy']"
3,"AENL, Asociación de Estudiantes de Nuevo León_Altamira FC",ONG - Desarrollo humano,4,5,5,5,4,5,True,5,5,5,5,5,0,True,4,['muy']
3,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C._Diseñando contenido de impacto con CIDEPO AC",Investigación,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['encanto', 'nuestros', 'duda', 'increible']"
3,"Vecinos Fuentes del Valle, A.C._OFICINA VIRTUAL",ONG - Medio ambiente,5,4,5,5,5,4,True,0,5,5,5,5,2,True,4,"['muy', 'no', 'increible', 'se', 'muy', 'habia', 'final', 'muy', 'esto', 'muy', 'grande']"
3,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos",ONG - Humanitaria,5,5,4,5,5,5,True,0,5,5,5,5,0,False,4,"['tuve', 'otro', 'siento', 'mas']"
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,4,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['gran', 'esfuerzo', 'persona', 'cuenta', 'muy', 'buen']"
3,"AMMAC, Alianza de Ministerios de Misericordia, A.C._saturday school",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['comentarios', 'comentarios']"
3,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos",ONG - Humanitaria,5,4,5,5,5,5,True,2,4,5,5,5,0,True,4,"['muy', 'no', 'hubo', 'muy', 'bonita', 'personas', 'tratar']"
3,"AMA y Trasciende, A.C._Ciclismo para todos",Actividades recreativas,5,5,5,5,5,5,True,0,4,5,5,5,2,True,4,"['siento', 'no', 'traen', 'muy']"
3,Inclusión y Accesibilidad_Coordinador Campamento Descubre y Aprende,ONG - Desarrollo humano,4,4,4,4,4,4,True,2,4,4,4,4,2,False,4,[]
3,"CVA, Centro Virtual de Aprendizaje Tec de Monterrey_MICROLEARNING - Creador capsulas educativa y de ayudas visuales educativas",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'dado', 'personal']"
3,"AENL, Asociación de Estudiantes de Nuevo León_Altamira FC",ONG - Desarrollo humano,5,5,5,4,4,4,True,5,5,5,5,5,0,True,4,"['muy', 'atentos', 'dudas', 'muy', 'amables', 'muy', 'divertido', 'dia', 'dia', 'muy', 'eso', 'seguir', 'mas', 'no', 'muy', 'esperaba']"
3,"Sonrisas Monterrey AC_Dale Hype al Burnout - Innovación social, bienestar y tecnología..",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'muy']"
3,"Jóvenes Mexicanos Al Servicio De América (América Solidaria), A.C._Creación de Campañas de Procuración de Fondos en América Solidaria México.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['idea', 'ayudar', 'quien', 'idea', 'ayudar', 'mas']"
3,"Vecinos Fuentes del Valle, A.C._CENTRO DE ACOPIO Y PEPENA EN ZONA FUENTES DEL VALLE",ONG - Medio ambiente,4,4,4,5,4,4,True,2,4,4,5,4,0,True,4,"['duda', 'han', 'muy', 'compartir', 'ante', 'cambio', 'positivo', 'cambio']"
3,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Directo al corazón",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['mas', 'pensar']"
3,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales_FrontIR",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['encanto', 'clase', 'tomado', 'se']"
3,"ACS, American Chemical Society Tecnológico de Monterrey_Convierte tu Cocina en una Biorefineria",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['seguir', 'pues', 'dispuestos', 'muy']"
3,"LIN, Dirección de Carrera de Licenciado en Negocios Internacionales_Care",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,0,False,4,"['se', 'no']"
3,"Escalando Fronteras, A.C._Escalando en roca por un mundo más justo",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,4,5,4,4,4,4,True,0,4,4,4,4,5,True,4,"['siento', 'muy']"
3,"CONAFE, Consejo Nacional de Fomento Educativo_Matemáticas 360 en CONAFE",ONG - Desarrollo humano,2,2,2,2,2,2,True,0,2,2,2,2,0,False,2,"['no', 'se', 'pusieron', 'contacto', 'no']"
3,Inclusión y Accesibilidad_Foro de Inclusión de Personas con Discapacidad,ONG - Humanitaria,4,4,4,4,3,4,False,0,5,5,5,5,0,False,3,"['parece', 'personal', 'se', 'se', 'hubo', 'personas', 'compartir', 'vista']"
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,3,5,5,5,0,False,4,"['nuestros', 'compartir', 'estaban', 'les', 'iba', 'no']"
3,"CIBRUC, Centro de Investigación sobre Biodigestión Anaerobia y Residuos Urbanos, A.C._Campaña nacional de separación ecológica de residuos con CIBRUC",Investigación,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['excelente', 'ayudar']"
3,Dirección de Emprendimiento Social_PyMES SOS,Emprendimiento y desarrollo,4,4,4,4,4,4,False,2,4,4,4,4,2,True,4,"['muy', 'ayudar']"
3,"CONAFE, Consejo Nacional de Fomento Educativo_Matemáticas 360 en CONAFE",ONG - Desarrollo humano,4,5,5,5,5,5,True,2,5,5,5,5,0,False,4,"['muy', 'ayudar', 'muy', 'ellos', 'muy', 'tuve', 'hice', 'clase', 'porque']"
3,Dirección de Emprendimiento Social_PyMES SOS,Emprendimiento y desarrollo,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['tratar', 'personas']"
3,EAAD - Departamento de Arquitectura_Patrimonio Nuevo León (PATRIMONIONL),ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['ninguna', 'di', 'cuenta']"
3,"CÁRITAS MEXICANA, IAP_Cáritas Mexicana: Trabajando junto a los más vulnerables",ONG - Humanitaria,3,3,3,3,3,3,False,0,4,3,3,3,0,False,2,"['ayudar', 'se', 'darle', 'dar', 'no', 'ni', 'eso', 'eso', 'muy', 'malo', 'hubiera', 'mas']"
3,Red Unidos para Trascender de la Iniciativa Campana-Altamira_Cuentos para Crecer,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,2,4,4,2,2,2,False,0,4,4,4,4,0,False,2,"['terrible', 'web', 'se', 'muy', 'solo', 'horas', 'clase', 'cuando', 'tenemos', 'contacto', 'casi', 'muy', 'empezar', 'terrible', 'no', 'se', 'despues', 'esto', 'cantidad', 'esto', 'no', 'muy', 'no', 'darle']"
3,"ANSPAC, Asociación Nacional Pro Superación Personal A.C._Talleres Jóvenes que Trascienden ANSPAC MTY",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['muy', 'se', 'muy', 'hubo', 'clase', 'muy']"
3,"AUTISMO, A.B.P._INVESTIGACION, PLANEACION Y PREPARACION PARA APERTURA DE CENTRO OCUPACIONAL AUTISMO ABP.",Investigación,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['increible', 'muy', 'se', 'mas', 'personas']"
3,Sacbé_Sacbé Preparatoria,ONG - Desarrollo humano,4,4,4,4,4,4,False,2,5,5,5,5,0,True,4,[]
3,"SALNB, Sociedad de Alumnos de Nutrición y Bienestar_NAFI - Nutrición y Actividad Física Infantil",Sociedad de Alumnos ITESM,5,5,4,5,5,5,True,2,5,5,5,5,2,True,4,['muy']
3,"MOVAC, Movimiento de Activación Ciudadana, A.C._Promotores de Seguridad Vial, Zona Escolar Segura",ONG - Humanitaria,4,4,4,4,4,4,True,2,4,4,4,4,0,True,4,"['parece', 'muy', 'ayudar', 'nunca', 'habia', 'tenido', 'parecido']"
3,"MOVAC, Movimiento de Activación Ciudadana, A.C._Promotores de Seguridad Vial, Zona Escolar Segura",ONG - Humanitaria,4,4,4,4,4,4,True,2,4,4,4,4,2,True,4,[]
3,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales_Mi Mundo y Yo",Sociedad de Alumnos ITESM,5,5,4,4,4,5,True,0,5,5,5,5,2,False,4,[]
3,"Tierra de Artistas, A.C._Taller de medicina tradicional a través de la herbolaria zapoteca OCT",ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['gran', 'se', 'trabajando', 'aun', 'mas']"
3,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología_Taller de Química",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,0,False,4,['persona']
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,4,4,3,3,4,4,True,0,4,4,4,4,2,False,3,[]
3,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C._Dreams for kids",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['seguir', 'realidad']"
3,"CÁRITAS MEXICANA, IAP_Cáritas Mexicana: Trabajando junto a los más vulnerables",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['excelente', 'gran', 'entender', 'local']"
3,Community FIRST For Inspiration and Recognition of Science and Technology_Community FIRST: For Inspiration and Recognition of Science and Technology,Emprendimiento y desarrollo,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['no']
3,"Jóvenes Mexicanos Al Servicio De América (América Solidaria), A.C._Creación de Campañas de Procuración de Fondos en América Solidaria México.",ONG - Humanitaria,5,5,5,5,4,3,True,0,4,5,5,5,0,False,4,"['muy', 'buen', 'habia', 'no', 'deben', 'se', 'no', 'nombre']"
3,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Alimentos con amor",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['encanto', 'encanto']"
3,"SALNB, Sociedad de Alumnos de Nutrición y Bienestar_NAFA - Nutrición y Actividad Física para el Adulto",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'super']"
3,Prepanet Campus Monterrey_Prepanet - Tutor en Línea EA (10 s),ONG - Desarrollo humano,3,3,3,3,5,5,True,2,5,5,5,5,0,False,4,['no']
3,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C._Diseñando contenido de impacto con CIDEPO AC",Investigación,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'forma']"
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,True,2,4,4,4,4,2,True,4,"['muy', 'dar', 'muy', 'entender', 'necesidades']"
3,"Un Techo para mi País México, A.C._Voluntariado en Campo",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['gran', 'mas', 'se', 'muy', 'se', 'personas', 'dia', 'dia', 'cambio', 'esto', 'solo', 'pasa', 'cuando', 'visitas']"
3,Prepanet Campus Monterrey_Prepanet - Consejero en Línea,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,4,5,5,5,0,False,4,"['encanta', 'muy', 'porque', 'mas']"
3,Dirección de Emprendimiento Social_PyMES SOS,Emprendimiento y desarrollo,5,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['hubo', 'no', 'dejaron', 'mas', 'habia', 'porque', 'nunca', 'habia', 'tenido', 'empresa', 'porque', 'mejorar', 'negocio', 'empresa', 'poner']"
3,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Directo al corazón",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'pueden', 'cambiar']"
3,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología_Taller de Química",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'porque', 'les', 'di', 'cuenta']"
3,"Fundación Lazos, IAP_RP LAZOS CON PROPOSITO",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['excelente', 'personas']"
3,"CIBRUC, Centro de Investigación sobre Biodigestión Anaerobia y Residuos Urbanos, A.C._Campaña nacional de separación ecológica de residuos con CIBRUC",Investigación,4,4,3,3,4,4,True,2,4,4,4,4,0,True,4,"['muy', 'se', 'muy', 'deja']"
3,"Jóvenes Mexicanos Al Servicio De América (América Solidaria), A.C._Creación de Campañas de Procuración de Fondos en América Solidaria México.",ONG - Humanitaria,4,4,4,4,4,4,True,0,4,4,4,4,2,False,3,[]
3,"CREMX, Compromiso y Responsabilidad Educativa ABP_CREa: ""Creando Espacios de Aprendizaje""",ONG - Desarrollo humano,5,5,5,5,4,4,True,0,5,5,5,5,0,True,4,"['mejorar', 'vida', 'necesario', 'esfuerzo', 'no', 'solo', 'sino', 'estos', 'les', 'mas', 'se', 'primer', 'se']"
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,4,5,5,5,5,5,True,0,5,5,5,4,0,True,4,"['no', 'se', 'sino', 'veces', 'duda', 'esa']"
3,"PRODEIQ, Programa para el Desarrollo del Ingeniero Químico_Motivación en Movimiento",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'buen', 'agrado', 'satisfactoria', 'tu', 'agrado', 'saber', 'pone', 'muy', 'muy']"
3,"Fomento Prevocacional Severiano Martínez, A.B.P. Casa Hogar Padre Severiano Martínez_Biblioteca Escolar de la Escuela Severiano Martínez",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['placer']
3,"PRODEIQ, Programa para el Desarrollo del Ingeniero Químico_Motivación en Movimiento",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'agradable', 'estancia', 'eso', 'pone', 'muy', 'muy']"
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,4,4,3,3,4,4,False,0,3,5,5,5,0,True,3,"['parece', 'mas', 'ella']"
3,"Centro de Rehabilitación y Terapias Ecuestres Hoga, A.C._Desarrollo de Estrategias para la procuración de recursos en HOGA",ONG - Salud,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
3,"ANSPAC, Asociación Nacional Pro Superación Personal A.C._Talleres Jóvenes que Trascienden ANSPAC MTY",ONG - Desarrollo humano,3,4,3,4,5,4,True,2,3,4,4,4,2,True,4,[]
3,"Práctica jurídica LED_Asuntos Jurídicos, Práctica Jurídica LED",ONG - Política y leyes,4,3,4,4,4,4,True,2,4,4,4,4,2,True,4,"['muy', 'muy', 'cerca', 'se', 'muy']"
3,Prepanet Campus Monterrey_Prepanet - Tutor en Línea EA (10 s),ONG - Desarrollo humano,4,4,4,4,4,4,True,0,4,4,4,4,2,False,3,"['buen', 'mas', 'esto', 'porque', 'no', 'claro', 'estos', 'muy']"
3,La Cumbre Cotidiana A.C._La web para senderistas,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'se', 'pudo', 'ese', 'personal']"
3,"HIC ME, A.C._Administración de una A.C.: Niñez institucionalizada",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['mas']
3,Patronato del Hospital Regional de Alta Especialidad Materno Infantil A.C_Programa Integral en áreas recreativas con pacientes,ONG - Salud,5,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['muy', 'tardes', 'tratar', 'muy', 'seguir']"
3,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación",ONG - Desarrollo humano,3,2,4,2,2,3,False,0,2,4,4,3,2,False,2,[]
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,5,True,5,"['muy', 'muy', 'se', 'muy', 'estos', 'ayudar']"
3,"Emprendedores Líderes Generando la Evolución por México (Elige México), A.C._ELIGE SUMAR",Emprendimiento y desarrollo,4,4,5,5,5,5,True,2,4,4,4,4,0,False,4,"['mejorar', 'final', 'se']"
3,WEEDS_Staff - Creando comunidad en un mundo más verde,ONG - Medio ambiente,3,3,2,3,5,3,False,0,2,4,3,3,0,False,2,"['se', 'no', 'estaban', 'mal', 'sabor', 'porque', 'final', 'solo', 'haciendo', 'muy', 'no', 'idea', 'dijeron', 'esas', 'cuando', 'realidad', 'completamente', 'esto']"
3,Líderes del Mañana - ADUX_Colaboradores Académicos ADUX,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,[]
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,3,3,3,3,3,3,False,0,3,3,3,3,2,False,2,[]
3,BMES - Biomedical Engineering Society_MediCode,Investigación,3,5,1,4,4,5,True,0,3,5,4,4,0,False,3,"['idea', 'falta', 'respuesta', 'pues', 'se', 'no', 'hubiera', 'siguiente']"
3,"SAIFI, Sociedad de Alumnos de Ingeniería Física Industrial_Calentando Ideas",Sociedad de Alumnos ITESM,3,3,2,3,3,3,False,0,3,3,3,3,2,False,2,[]
3,Iniciativa de plataformas - TEC de Monterrey_Soy Tutor,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,4,4,5,2,True,4,['muy']
3,"AEDOMEX, Asociación de Estudiantes del Estado de México_Escribanos de Nunca Jamás",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'clase']"
3,"Tierra de Artistas, A.C._Taller de Alebrijes y grecas Zapotecas OCT",ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,3,5,5,2,True,4,['divertido']
3,EHE - Departamento de Lenguas Modernas_Inglés Comunicativo para Normalistas,ONG - Desarrollo humano,5,5,5,5,5,4,True,5,5,5,5,5,0,True,5,"['muy', 'mas', 'esperaba']"
3,La Cumbre Cotidiana A.C._Educación Ambiental - La Cumbre Cotidiana A.C.,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['respeto', 'excelente', 'muy']"
3,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['ellos', 'experiencias', 'han']"
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,5,5,5,5,5,5,True,5,4,4,5,5,2,True,5,"['muy', 'genial', 'muy', 'personas', 'personas']"
3,"Redes Quinto Poder IDEA, A.C._DHALE Niñas y Niños",ONG - Humanitaria,3,3,3,3,3,3,False,2,3,3,3,3,0,False,2,"['no', 'hubiera', 'mas', 'se', 'veces', 'se']"
3,Dirección de Emprendimiento Social_PyMES SOS,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['mas']
3,"CVA, Centro Virtual de Aprendizaje Tec de Monterrey_TransformaWEB - programador",Emprendimiento y desarrollo,4,5,5,4,5,5,True,0,5,5,5,5,0,True,4,"['tuve', 'se', 've', 'muy', 'cantidad', 'corto', 'completo', 'corto', 'muy', 'muy', 'mas', 'haciendo', 'ayudar', 'personas', 'esto', 'ayudar', 'personas']"
3,ABACO Consultoría Financiera_Educación Financiera para Niños,ONG - Desarrollo humano,4,4,4,4,4,4,False,0,5,5,5,5,0,True,4,"['nada', 'nada']"
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,4,4,4,4,4,4,True,2,4,4,4,4,0,False,3,"['super', 'hubiera', 'cambio', 'forma', 'pensar', 'cambiar', 'ayudar']"
3,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos",ONG - Humanitaria,4,4,4,4,3,5,True,2,4,4,4,4,0,True,4,"['siento', 'personas', 'tenia']"
3,SALED - Sociedad de Alumnos de Licenciatura en Derecho_Un Mejor Mañana,Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['compartir']
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['muy', 'retiro', 'porque', 'muy', 'bonita', 'sonrisa']"
3,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,ONG - Humanitaria,5,5,4,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'mas', 'mas', 'ayudar', 'personas']"
3,"SALAD, Sociedad de Alumnos en Animación y Arte Digital_EnseñARTE",Sociedad de Alumnos ITESM,4,5,5,4,5,4,True,5,4,4,5,4,5,True,5,"['no', 'excelente', 'se', 'no', 'excelente']"
3,"SALAD, Sociedad de Alumnos en Animación y Arte Digital_EnseñARTE",Sociedad de Alumnos ITESM,3,3,2,3,2,2,False,0,5,5,5,5,0,True,3,"['siento', 'veces', 'no', 'les', 'mas', 'siento', 'hubo', 'falta']"
3,"Familia de Santa María, A.C._FSM Radio en la WEB y Redes Sociales",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['muy']
3,"Fundación F21, A.C._Aprender a Aprender",ONG - Desarrollo humano,4,4,4,4,4,4,True,2,5,5,5,5,5,True,4,['muy']
3,"SAIQ, Sociedad de Alumnos de Ingeniería Química_Sembrando Conciencia",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
3,Ciudadani­a y Ciudades Inteligentes_Capacitación para niños guías de turistas,ONG - Desarrollo humano,4,4,5,3,3,2,False,0,1,4,5,5,0,True,3,"['muy', 'preparado', 'buen', 'aun', 'falta', 'le', 'alguien', 'le', 'seguir', 'completo', 'muy', 'hice', 'no', 'se', 'mas', 'se', 'complejo', 'esperando', 'no', 'se']"
